epoch,accuracy,loss,val_accuracy,val_loss
0,0.61538464,0.7498170229104849,0.6000000238418579,0.36123695969581604
1,0.64285713,0.6541375262396676,0.6000000238418579,0.4392131268978119
2,0.61538464,0.6341858506202698,0.6499999761581421,0.9934379458427429
3,0.7083333,0.5095674345890681,0.6499999761581421,1.0156089067459106
4,0.78571427,0.44824589576039997,0.699999988079071,0.5255034565925598
5,0.7708333,0.42411820590496063,0.699999988079071,0.5697913765907288
6,0.78571427,0.43238674317087444,0.699999988079071,0.4803372323513031
7,0.88461536,0.36518590725385225,0.699999988079071,0.4054344892501831
8,0.84615386,0.37960480038936323,0.699999988079071,0.4948682487010956
9,0.86538464,0.35319247154089123,0.8500000238418579,0.5829940438270569
10,0.84615386,0.3296150794396034,0.8500000238418579,0.22838066518306732
11,0.88461536,0.32678017249474156,0.8500000238418579,0.44542938470840454
12,0.90384614,0.29289770126342773,0.8999999761581421,0.322109192609787
13,0.9285714,0.30937102011271883,0.949999988079071,0.510432243347168
14,0.96153843,0.27396073937416077,0.949999988079071,0.30223003029823303
15,0.90384614,0.24777776690629813,0.949999988079071,0.3568403124809265
16,0.9230769,0.25116575681246245,0.949999988079071,0.3964087963104248
17,0.9230769,0.24789423782091874,0.949999988079071,0.3161456882953644
18,0.9423077,0.25280709679310137,0.949999988079071,0.3262174725532532
19,1.0,0.2194669722364499,0.949999988079071,0.46664366126060486
