epoch,accuracy,loss,val_accuracy,val_loss
0,0.46153846,0.8261953133803147,0.3499999940395355,1.0329945087432861
1,0.5,0.7545844454031724,0.44999998807907104,0.9198055267333984
2,0.5576923,0.6832804679870605,0.6000000238418579,0.7370569109916687
3,0.65384614,0.5942049530836252,0.6499999761581421,0.47429201006889343
4,0.71153843,0.5321780236867758,0.6499999761581421,0.5250502228736877
5,0.73214287,0.5333120099135807,0.75,0.2487017661333084
6,0.8076923,0.4493146469959846,0.75,0.7474663853645325
7,0.78846157,0.4488915571799645,0.75,0.6589516997337341
8,0.84615386,0.40952964012439436,0.75,0.5096102952957153
9,0.8076923,0.4029137927752275,0.75,0.6556236147880554
10,0.8035714,0.41103887132235933,0.75,0.44849106669425964
11,0.8125,0.36827856053908664,0.75,0.28680092096328735
12,0.85714287,0.3041761517524719,0.75,0.17812509834766388
13,0.86538464,0.3821727576164099,0.75,0.365634024143219
14,0.90384614,0.2868012613975085,0.75,0.20883512496948242
15,0.86538464,0.313708809705881,0.75,0.47936347126960754
16,0.84615386,0.32278833710230315,0.75,0.3265461027622223
17,0.96153843,0.22992984893230292,0.75,0.6339364051818848
18,0.88461536,0.2850772669682136,0.75,0.3567858040332794
19,0.91071427,0.2779276445508003,0.8500000238418579,0.2666817307472229
20,0.9375,0.23204921806852022,0.8500000238418579,0.7168956995010376
21,0.90384614,0.27027891920163083,0.800000011920929,0.27652010321617126
22,0.91071427,0.24583151723657334,0.800000011920929,0.07448524981737137
23,0.90384614,0.26005121033925277,0.8500000238418579,0.1671982705593109
24,0.9423077,0.2237166567490651,0.8999999761581421,0.2415129393339157
25,0.9230769,0.21298961456005389,0.8999999761581421,0.4260357916355133
26,0.91071427,0.2092601784637996,0.8999999761581421,0.16920875012874603
27,0.90384614,0.2235943113382046,0.8500000238418579,0.29286277294158936
28,0.9166667,0.23123191048701605,0.8999999761581421,0.27515530586242676
29,0.96428573,0.15780112147331238,0.8999999761581421,0.3668556213378906
