epoch,accuracy,loss,val_accuracy,val_loss
0,0.46666667,0.7749469578266144,0.44999998807907104,1.8568060398101807
1,0.6666667,0.666564499338468,0.6000000238418579,0.5410014390945435
2,0.71666664,0.594750831524531,0.6499999761581421,0.6148656606674194
3,0.78333336,0.531319851676623,0.6000000238418579,1.1854192018508911
4,0.8,0.48000238835811615,0.699999988079071,0.5212122201919556
5,0.81666666,0.4436445285876592,0.699999988079071,0.6573609113693237
6,0.8333333,0.4122021545966466,0.75,0.4728420674800873
7,0.85,0.3823572595914205,0.699999988079071,0.8886022567749023
8,0.9,0.3655514220396678,0.699999988079071,1.030502200126648
9,0.9166667,0.3401483694712321,0.75,0.3262770175933838
10,0.93333334,0.32102280855178833,0.699999988079071,0.40812769532203674
11,0.9,0.3129660760362943,0.800000011920929,0.6398476362228394
12,0.9166667,0.29265804092089337,0.800000011920929,0.2780868411064148
13,0.95,0.2770862529675166,0.75,0.45868629217147827
14,0.93333334,0.2670185752213001,0.8500000238418579,0.6208755970001221
15,0.93333334,0.25454556941986084,0.8500000238418579,0.25835683941841125
16,0.93333334,0.24386054774125418,0.8999999761581421,0.5123327970504761
17,0.93333334,0.23972861344615617,0.8999999761581421,0.5471733808517456
18,0.93333334,0.22661779448390007,0.8999999761581421,0.5711531043052673
19,0.93333334,0.2190156082312266,0.949999988079071,0.3613113760948181
20,0.96666664,0.2123308057586352,0.8500000238418579,0.43160557746887207
21,0.96666664,0.20465848098198572,0.949999988079071,0.572521448135376
22,0.96666664,0.1964022939403852,0.949999988079071,0.29453685879707336
23,0.96666664,0.1909195159872373,0.949999988079071,0.5437722206115723
24,0.96666664,0.1853662021458149,0.949999988079071,0.4758908748626709
25,0.98333335,0.1773463934659958,0.949999988079071,0.5175902247428894
26,1.0,0.17416890089710554,0.949999988079071,0.13294097781181335
27,1.0,0.17073385417461395,0.949999988079071,0.15358665585517883
28,1.0,0.1629906011124452,0.949999988079071,0.2631285786628723
29,1.0,0.15737424666682878,0.949999988079071,0.29622840881347656
