epoch,accuracy,loss,val_accuracy,val_loss
0,0.5462185,0.7349185476950905,0.752136766910553,0.49440765380859375
1,0.75910366,0.5083242791707442,0.791304349899292,0.3696301579475403
2,0.8365651,0.4102792512429388,0.843478262424469,0.3046509325504303
3,0.9008499,0.3141741051890019,0.904347836971283,0.17964288592338562
4,0.8907563,0.3167558553672972,0.8695651888847351,0.19452281296253204
5,0.9362881,0.25322601512858744,0.895652174949646,0.09060925990343094
6,0.9093484,0.271226178400915,0.904347836971283,0.10015865415334702
7,0.9467787,0.22210894487485164,0.939130425453186,0.19121918082237244
8,0.9501385,0.21686271578073502,0.95652174949646,0.12191817164421082
9,0.9439776,0.2018015834213305,0.9217391014099121,0.2014794498682022
10,0.95184135,0.1896133543580517,0.95652174949646,0.17158278822898865
11,0.9806094,0.15016409244976545,0.9304347634315491,0.2072397768497467
12,0.9551821,0.1682758220479268,0.939130425453186,0.20617631077766418
13,0.9691877,0.15234363822042107,0.947826087474823,0.2778352200984955
14,0.9551821,0.1503899858048817,0.94017094373703,0.10914746671915054
15,0.9691877,0.1361609241750394,0.9652174115180969,0.16475863754749298
16,0.9747899,0.12547818020361812,0.9130434989929199,0.15808960795402527
17,0.96638656,0.12841480167932204,0.95652174949646,0.038003720343112946
18,0.9747899,0.11943519898072011,0.947826087474823,0.047976478934288025
19,0.97759104,0.11137511027084679,0.947826087474823,0.25110340118408203
